Date,PEP,CTB,SKYW,EQT,COHR,SNFCA,NSEC,OTTR,WY,GOLD
2006-06-01,31.83460470897949,0.01035966648690939,0.03893164435617428,0.006703593010353089,3.353693542096252,0.0029058968566200256,0.1458118691131897,5.896187588057441,9.945816778401031,0.0013006585008631707
2006-06-02,31.610563954775394,0.010341428089151382,0.03836199175030289,0.006746614914877319,3.3767947099184417,0.0028631629768118617,0.1458118691131897,5.896187588057441,9.838773156395874,0.0013032063721779823
2006-06-05,31.131222240000003,0.010040487133727074,0.03759703163087139,0.006727059815176392,3.2984515857259367,0.0029425257186409238,0.1458118691131897,5.683098048057442,9.532936819733505,0.0012773035807602882
2006-06-06,31.532411451306153,0.010004009468514919,0.03753192705678005,0.006572571786810303,3.2994558177406312,0.0027471713729619028,0.1458118691131897,5.678836159712793,9.38766416606598,0.0012505515798971177
2006-06-07,31.417785394489748,0.009958412169575688,0.03758075548734856,0.006509994782585144,3.3446539213703153,0.002716647279787731,0.1458118691131897,5.766202838597908,9.233216778134537,0.0012229502076028824
2006-06-08,31.32921215971436,0.010013128232545852,0.03862240383795433,0.006531505392256165,3.3888477929853056,0.002441930192279649,0.1458118691131897,5.738501377229767,9.142994863401032,0.0011961982067397118
2006-06-09,31.225006834204105,0.010004009468514919,0.0390618504,0.0065041275674926746,3.386838945807495,0.0026128652136312245,0.14179713685851286,5.698014250827675,9.178166039200516,0.0011928011259794236
2006-06-12,31.11559213681641,0.009894576472878457,0.03754820320030289,0.006441550563267518,3.240196167014694,0.0027044374931537393,0.138807435,5.6553965866893,8.893737610266495,0.0011728432866368293
2006-06-13,30.73524438812256,0.009639231946697236,0.03704365516852284,0.006300751789874268,3.224125772740631,0.0026739133999795677,0.1376115607736206,5.614909460287208,8.668947287398453,0.0011418448335823062
2006-06-14,30.667510628408206,0.00987633720542431,0.03753192705678005,0.00633008443942566,3.2221173087112427,0.0026739133999795677,0.1376115607736206,5.634087551402092,8.762227641332474,0.0011550085923971176
2006-06-15,30.78213668522461,0.01013168086190939,0.03886653978208294,0.006468928388031006,3.311508900807495,0.0026739133999795677,0.1376115607736206,5.766202838597908,9.103235737131959,0.0011906779808765412
2006-06-16,31.105171405510255,0.01010432283042431,0.04018487946821995,0.006472839407971191,3.2160907671778105,0.002460244498819828,0.13521979602829742,5.680967103885116,9.029834946332475,0.001177089576842594
2006-06-19,30.90197211391846,0.01010432283042431,0.039794261336742784,0.006283151514961243,3.1116330128221894,0.002618969982477951,0.1415408711131897,5.538197095827675,9.069594072601548,0.001155857801842594
2006-06-20,30.891551382612306,0.009994889834787845,0.03966405529291706,0.006253818865409852,3.1588399636296844,0.002490768840934539,0.13470728083021544,5.5360661516553495,8.983959525,0.0011736924960823061
2006-06-21,31.058279108408204,0.010095203196697235,0.04021742865090866,0.0062851070249313355,3.230152314274063,0.0025640265649763344,0.136671936,5.568029501368141,9.225570971802064,0.001202567723041153
2006-06-22,31.271899131306153,0.009949292535848617,0.04059177374321995,0.006212752470855713,3.239191935,0.0025335024718021633,0.1373552950282974,5.572291389712793,9.25156683,0.0011838837383631707
2006-06-23,30.99575670812256,0.009912814870636463,0.04034763779909134,0.006496305527612304,3.2341700086296843,0.0025823411204570533,0.1373552950282974,5.557375186942557,9.220983021332474,0.0011974721423971177
2006-06-26,31.006175451877443,0.010122562097878457,0.03984308666295433,0.006459150152998352,3.2763546499184417,0.0025335024718021633,0.1358177331414871,5.64687281,9.25156683,0.0012046909491368295
2006-06-27,30.797766788408204,0.009894576472878457,0.038378267893825715,0.006590171376541138,3.2321611614518737,0.0025335024718021633,0.136671936,5.529673725574417,9.204161897398452,0.0011809113028220177
2006-06-28,30.69356146289795,0.009903695236909388,0.03841082018087139,0.006533460902226258,3.271332723548126,0.0026311797691119434,0.1367573579151077,5.557375186942557,9.16440335446701,0.0011804866576028824
2006-06-29,31.00096608,0.01015903976309061,0.04002212113734856,0.006551061177139285,3.3667508571778106,0.0026311797691119434,0.1367573579151077,5.879140441114883,9.464123396065979,0.001243332773157406
2006-06-30,31.282319862612308,0.01015903976309061,0.040363910838257216,0.006551061177139285,3.3888477929853056,0.0026250750002652173,0.1367573579151077,5.823737111942557,9.519174135,0.001256921096198559
