,metrics
highest_price,57.43000030517578
highest_price_date,2019-11-01 00:00:00
lowest_price,11.0625
lowest_price_date,1990-05-21 00:00:00
total_monthly_returns,1.8551067238616583
mean_monthly_returns,0.00516742820017175
mean_monthly_sharpe,0.5798087030482907
