,metrics
highest_price,26.0
highest_price_date,2004-03-12 00:00:00
lowest_price,5.159999847412109
lowest_price_date,2008-11-28 00:00:00
total_monthly_returns,1.4029493817082548
mean_monthly_returns,0.003907936996401824
mean_monthly_sharpe,0.15094201346722688
