,metrics
highest_price,55.630001068115234
highest_price_date,2011-04-21 00:00:00
lowest_price,5.940000057220459
lowest_price_date,2015-09-23 00:00:00
total_monthly_returns,1.9823673114115206
mean_monthly_returns,0.005521914516466631
mean_monthly_sharpe,0.2778536737141498
