,metrics
highest_price,11.871596336364746
highest_price_date,2013-02-07 00:00:00
lowest_price,0.2812407314777374
lowest_price_date,1990-12-05 00:00:00
total_monthly_returns,3.811749281253927
mean_monthly_returns,0.010617686020205925
mean_monthly_sharpe,0.11240789690788162
