,metrics
highest_price,44.45000076293945
highest_price_date,2017-04-11 00:00:00
lowest_price,3.0
lowest_price_date,2009-03-09 00:00:00
total_monthly_returns,3.120864173961021
mean_monthly_returns,0.008693214969250754
mean_monthly_sharpe,0.5603643587021009
