,metrics
highest_price,65.31999969482422
highest_price_date,2019-12-23 00:00:00
lowest_price,0.7083333134651184
lowest_price_date,1991-10-11 00:00:00
total_monthly_returns,6.357481033778084
mean_monthly_returns,0.017708860818323353
mean_monthly_sharpe,0.8253360145671043
