,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.012608598,0.0006954455,0.0003660349,0.00028151873,0.001022685,0.0033371684,0.0008299845,0.0002816833,0.00017111367,0.0001352436,0.00011146151,9.320964e-05
CTB,0.0039627883,0.00021306127,0.00011430444,0.00012152971,0.00027076562,0.00054781826,0.00017641157,5.907207e-05,3.6034515e-05,2.7706352e-05,2.244245e-05,1.8778124e-05
SKYW,0.01998217,0.0017333268,0.0007924474,0.0007946021,0.0070950952,0.011353697,0.0019696674,0.00047894285,0.00027740025,0.00021673764,0.00017597021,0.0001462285
EQT,0.6112808,0.020271651,0.009046492,0.005953449,0.027479492,0.02117596,0.006472358,0.002354451,0.0014220626,0.001070737,0.0008730807,0.00072556344
COHR,0.008793817,0.00081099133,0.00038433255,0.00026643643,0.000983688,0.0011837851,0.00053516275,0.00023148592,0.00014066222,0.00010438364,8.4364554e-05,6.893559e-05
SNFCA,0.0013942039,0.00019558967,0.00019230056,0.00024106845,0.0008737967,0.020396525,0.02337008,0.023546565,0.023436757,0.023459898,0.023458736,0.023473594
NSEC,0.3105927,0.9684156,0.97879124,0.950574,0.7369982,0.19623727,0.28274858,0.27630758,0.2787642,0.27882975,0.27872497,0.27882335
OTTR,0.0125944,0.0057118814,0.008389636,0.038555738,0.2080557,0.21659955,0.22651263,0.23820706,0.23726448,0.23770508,0.23781921,0.23788387
WY,0.0148992995,0.00087946386,0.0007247757,0.0009870011,0.0125028165,0.1362065,0.1445741,0.14888793,0.14774778,0.14775714,0.1479796,0.14800562
GOLD,0.003891207,0.001073068,0.0011983094,0.0022246414,0.0047178185,0.39296168,0.31281108,0.3096453,0.3107395,0.31069323,0.31075022,0.31076092
