,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0020445231,0.0017758,0.0019015688,0.0005596566,0.00042042386,0.00033250795,0.00044078138,0.00030298016,0.00023163045,0.00014510589,0.00017085881,0.00015788265
CTB,0.0012331575,0.0017424795,0.0016803395,0.0013888683,0.0023810891,0.001245829,0.00076008984,0.0008023089,0.002067605,0.0011213893,0.001973039,0.023580698
SKYW,0.18439746,0.23680246,0.24428792,0.23940173,0.21742985,0.38954204,0.31084934,0.23535945,0.18640412,0.39907816,0.2525264,0.19397692
EQT,0.01152204,0.003653481,0.004296855,0.0015157794,0.0011120535,0.0010702404,0.0016765258,0.0011469595,0.00075228984,0.00056215876,0.00065207254,0.00052983494
COHR,0.05651071,0.31701025,0.17291918,0.35681766,0.331621,0.35498282,0.26978838,0.35695142,0.32017556,0.3974937,0.3573138,0.3148155
SNFCA,0.0044052103,0.0058920123,0.0062416918,0.010405453,0.16735402,0.040881094,0.027929656,0.053194385,0.3009213,0.039678752,0.095425434,0.30693045
NSEC,0.12825775,0.013157136,0.0077022617,0.0066985413,0.0045619765,0.0034098427,0.0051916214,0.003546559,0.003211183,0.0022685742,0.0024294613,0.0020941293
OTTR,0.585417,0.09566631,0.35065013,0.07287376,0.0410703,0.042961083,0.13359821,0.06478207,0.022560153,0.015353817,0.018600313,0.0113721695
WY,0.018249692,0.3192769,0.20772253,0.30873215,0.23282956,0.16481908,0.24894035,0.28327543,0.16298327,0.14394535,0.27049422,0.14615285
GOLD,0.007962471,0.005023204,0.0025975567,0.001606344,0.0012197304,0.00075550884,0.00082507794,0.00063853315,0.0006928238,0.00035301596,0.0004143772,0.00038960198
