,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.32395768,0.9472801,0.75274384,0.10314868,0.8168529,0.45167273,0.58812255,0.59595513,0.3780988,0.27671957,0.26632524,0.25356877
CTB,0.026244042,0.01233046,0.10469664,0.38434643,0.040693592,0.029401755,0.013626969,0.008119735,0.006632588,0.009056421,0.018029202,0.075796604
SKYW,0.011257069,0.00095589674,0.0006958924,0.00028964342,0.00041597182,0.0007668487,0.005973778,0.018269783,0.0025526476,0.0010191866,0.00064184575,0.00058000296
EQT,0.009062073,0.002226414,0.002149565,0.0017713755,0.0008275736,0.001479401,0.00073084916,0.00039242647,0.00028501765,0.0001564807,0.00015074345,0.0001828121
COHR,0.2620789,0.012662391,0.008448831,0.0031239588,0.009550793,0.011580234,0.06830612,0.059042394,0.018955063,0.004352562,0.0028464883,0.002622985
SNFCA,0.09334095,0.0058075907,0.0039453725,0.0016836013,0.0037982513,0.0071055926,0.03582483,0.040297594,0.02347134,0.0070344936,0.005453912,0.0057588657
NSEC,0.011383573,0.0008869037,0.0006914007,0.0002523903,0.0002724674,0.0006219008,0.00092831306,0.0005399946,0.00018247594,8.4974345e-05,6.318776e-05,6.30469e-05
OTTR,0.011282763,0.0070021893,0.11633596,0.5013585,0.117707275,0.47945693,0.086230524,0.1119498,0.5265617,0.6912584,0.6998599,0.6552953
WY,0.017972846,0.00092147256,0.0010756593,0.00036215494,0.0005712445,0.0005624772,0.0007222122,0.00048114877,0.00029084002,0.00014119364,9.693915e-05,9.1245485e-05
GOLD,0.23342006,0.009926596,0.009216954,0.0036632835,0.0093099335,0.017352045,0.1995339,0.164952,0.04296959,0.01017669,0.0065324507,0.006040376
