,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0010485162,0.0005320527,0.00028046573,0.00022553757,0.0001649609,0.00014206469,0.00012452474,0.00011246195,0.000111122084,0.0001126349,0.00028256743,0.002857069
CTB,0.0006778648,0.0003698997,0.00023317267,0.00023188941,0.00017211308,0.00016505069,0.00019421193,0.00024082387,0.00032855629,0.00098133,0.014896031,0.7638166
SKYW,0.00044166078,0.00019470924,8.8639536e-05,6.513216e-05,4.6939796e-05,3.7395075e-05,3.4976372e-05,3.1655865e-05,3.1351254e-05,5.5172502e-05,0.00011032045,0.00035956549
EQT,0.00010122335,4.820711e-05,2.8916164e-05,2.4366862e-05,1.7074219e-05,1.4127263e-05,1.2617001e-05,1.1518575e-05,1.1846365e-05,2.5740335e-05,9.0133115e-05,0.0007146515
COHR,0.00068020355,0.00034788105,0.00016105654,0.0001264905,9.2568225e-05,8.018094e-05,7.629312e-05,7.5222226e-05,7.5340264e-05,9.423634e-05,0.00018211278,0.0006711337
SNFCA,0.0028624125,0.0010765188,0.0005180955,0.00036954274,0.00026567833,0.0002214308,0.00018896114,0.00016303662,0.00014926809,0.00015235781,0.0002934814,0.0008200665
NSEC,0.0060535814,0.0030740064,0.0022592705,0.0015385034,0.001548086,0.0011646805,0.000812618,0.0005909288,0.0005057756,0.0004006355,0.000661757,0.0047780005
OTTR,0.00017456016,8.656402e-05,5.183871e-05,4.3069194e-05,3.1642663e-05,2.6568845e-05,2.3110233e-05,1.9467194e-05,1.906347e-05,2.1540376e-05,5.278518e-05,0.00021001059
WY,0.0005307787,0.00026765984,0.00013368021,0.00010754435,7.691737e-05,6.547961e-05,6.237228e-05,6.1727296e-05,6.182015e-05,6.2753985e-05,0.00013608448,0.0009796376
GOLD,0.9874292,0.9940025,0.99624485,0.99726796,0.997584,0.9980831,0.99847025,0.9986933,0.99870586,0.99809366,0.9832947,0.22479329
