,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.20165329,0.009156861,0.0068713212,0.0067657363,0.020498412,0.0009484352,0.0003660567,0.00023093571,0.00024147055,0.0001781991,0.00014106085,5.9718543e-05
CTB,0.0043728547,0.0007486103,0.0009090455,0.0032437304,0.4427905,0.19452403,0.2123839,0.2100202,0.20331666,0.20431322,0.20456018,0.005020793
SKYW,0.18252483,0.003742047,0.0023052057,0.0027367934,0.011222216,0.0027254825,0.003605909,0.0056470037,0.003916383,0.0023110667,0.001697004,0.0005263365
EQT,0.0052712434,0.0012538233,0.0016953285,0.0053227725,0.13575308,0.642823,0.62814355,0.62794685,0.6036586,0.6039012,0.6042954,0.013132937
COHR,0.007910752,0.0005243103,0.0003076113,0.000392147,0.00049566233,7.484869e-05,5.03599e-05,2.352493e-05,2.1990956e-05,1.6466214e-05,1.3257905e-05,4.3992154e-06
SNFCA,0.07903845,0.003407473,0.0021426717,0.0018186432,0.0026210386,0.0009728592,0.0018833661,0.0068370895,0.06913369,0.074685805,0.07463478,0.9410425
NSEC,0.13886958,0.002055315,0.0011528601,0.0017428008,0.0029841906,0.00048231313,0.0003023929,0.00022040872,0.00021803628,0.00016266285,0.000121006975,2.5996038e-05
OTTR,0.0044663576,0.0002439323,0.00014230445,0.00019887205,0.00071972096,9.324838e-05,4.0742107e-05,3.0770556e-05,3.352191e-05,2.1637825e-05,1.5883745e-05,1.5570951e-05
WY,0.20443027,0.9554112,0.94665116,0.89864206,0.29554465,0.011475432,0.0049769017,0.0026715328,0.0018446593,0.0016583448,0.0015338976,0.0003403942
GOLD,0.17146237,0.02345648,0.037822545,0.07913644,0.0873705,0.14588037,0.1482468,0.1463717,0.11761492,0.11275137,0.11298771,0.03983135
