,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.007361868,0.003980456,0.0060613006,0.004124152,0.0018099492,0.0010740377,0.00050238863,0.0011969501,0.002026365,0.00060628325,0.0011555455,0.003827751
CTB,0.004804014,0.0053083454,0.0050328556,0.0040436666,0.0021716284,0.0013952476,0.0007746141,0.0014597079,0.0016855892,0.0011353835,0.0037099102,0.4102342
SKYW,0.0030081368,0.0034806193,0.0027506053,0.0021402645,0.0010761438,0.0006733465,0.00028889344,0.0008019165,0.00096223503,0.0002614175,0.00042151436,0.0014778237
EQT,0.49563357,0.9025767,0.80257773,0.5234431,0.5498757,0.54764646,0.9458906,0.8521294,0.520038,0.95628625,0.9443104,0.51566756
COHR,0.0023006517,0.002633876,0.0035411946,0.002326478,0.00097358535,0.0005846146,0.00025868,0.00054696936,0.0008832947,0.00023832613,0.00039239673,0.001733444
SNFCA,0.004706635,0.0008083337,0.0014434493,0.001594342,0.0011706491,0.0008639561,0.00020847382,0.00036147053,0.00070017105,0.00018625669,0.00014614401,0.00021409035
NSEC,0.005865426,0.0034185427,0.0037152688,0.0028177917,0.0013652229,0.00086243765,0.00040178272,0.0009068893,0.001233207,0.00042089657,0.0008536052,0.005915132
OTTR,0.008724094,0.008187041,0.011896386,0.008230017,0.00348048,0.0021196844,0.0010725154,0.0020020383,0.002937695,0.0010852001,0.0024039552,0.015323226
WY,0.0014859083,0.00089303846,0.0008201866,0.00069809577,0.00039288978,0.00026979734,0.00010921325,0.00020927274,0.00033603483,0.00011890565,0.00013940757,0.00020071316
GOLD,0.46610966,0.0687131,0.162161,0.450582,0.43768382,0.4445105,0.050492883,0.1403853,0.46919742,0.039661106,0.046467032,0.045406092
