,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00096987013,0.00051145506,0.00034987734,0.0012163944,0.0011951172,0.0043110135,0.0023930047,0.00092644466,0.0032888788,0.0035562108,0.0037805007,0.00151874
CTB,0.00028870432,0.000247962,0.00024097657,0.0032132112,0.002731817,0.0070355907,0.0023480172,0.0014779095,0.0053178743,0.0024864252,0.008625062,0.0028781577
SKYW,0.00073186634,0.00044748295,0.0017566121,0.953271,0.93982506,0.2526645,0.38246876,0.24691874,0.2834871,0.2556477,0.24240184,0.31215006
EQT,0.0003333803,0.00031295032,0.00030951863,0.0048697414,0.04712882,0.73025537,0.5942909,0.743274,0.24503297,0.729875,0.7397839,0.6718115
COHR,0.99235314,0.9960211,0.9950187,0.027786607,0.002941967,0.0009325631,0.012263947,0.004912357,0.4486546,0.0052725994,0.0025019548,0.008198165
SNFCA,0.0010947358,0.00058121135,0.00040393294,0.0015750076,0.0005170771,0.00020537275,0.0005820022,0.00032064374,0.0031629878,0.0010093511,0.0005762132,0.0010190607
NSEC,0.0017475378,0.00047777648,0.00040330976,0.0007339103,0.00020051473,5.6027042e-05,0.00013038258,6.598256e-05,0.0006718263,0.0001401859,6.211735e-05,0.00011529968
OTTR,0.0011652112,0.0005242699,0.00077089376,0.0049621197,0.0047781128,0.0041984054,0.005013084,0.0019377093,0.0085474495,0.0015651514,0.0020617342,0.0021161796
WY,0.0009318534,0.0006662541,0.0005481555,0.0018701028,0.00048068905,0.00014601812,0.00026491203,7.851405e-05,0.0013646987,0.00019740558,9.3796465e-05,8.46676e-05
GOLD,0.00038365545,0.00020940097,0.00019793706,0.00050201424,0.0002008525,0.00019507844,0.00024499506,8.772811e-05,0.0004715731,0.00024978022,0.000112872855,0.00010817075
