,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.30249366,0.36820844,0.3008574,0.26165247,0.2799511,0.27573434,0.27434564,0.27455938,0.27553,0.27763015,0.27858198,0.57378244
CTB,0.015480291,0.0069249333,0.0062723593,0.0038369189,0.0024840136,0.0019244571,0.0015409809,0.001290947,0.0013761948,0.0011567468,0.0009767958,0.0003430725
SKYW,0.005542845,0.0044095935,0.009148363,0.14823012,0.124979064,0.12336087,0.12168256,0.12130555,0.12071073,0.11981261,0.119061254,0.015029875
EQT,0.015275017,0.0031137855,0.0017165012,0.0010660242,0.0005870443,0.0004411224,0.00034647013,0.00027767362,0.0002208315,0.0001877611,0.00015682587,6.002113e-05
COHR,0.00607898,0.004526556,0.0041138413,0.0050608967,0.0067207185,0.008560189,0.011698807,0.0182723,0.038710445,0.062293768,0.0663815,0.0028768561
SNFCA,0.046762943,0.0047334475,0.0016488337,0.00096886297,0.00055894704,0.00040567183,0.00031681807,0.0002665278,0.00019046845,0.00016786283,0.0001462549,6.639395e-05
NSEC,0.109349504,0.037986826,0.07884789,0.085567184,0.08398631,0.08691708,0.0871719,0.087011896,0.08584257,0.081644244,0.08041762,0.14454462
OTTR,0.48921502,0.5680349,0.59603554,0.49282193,0.5002537,0.50234365,0.5026659,0.49682593,0.47721243,0.4569358,0.454136,0.2632357
WY,0.008471802,0.0017252686,0.0011778459,0.0006503664,0.00036875327,0.00022674803,0.00016163145,0.00012941056,0.00013886196,0.000113940776,9.244427e-05,3.9455084e-05
GOLD,0.0013299236,0.00033633516,0.00018138494,0.00014537013,0.000110285946,8.5896e-05,6.9391834e-05,6.0316812e-05,6.7489644e-05,5.715102e-05,4.923468e-05,2.1609707e-05
