,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.010239202,0.004264847,0.0012514795,0.0019054618,0.004453433,0.68603575,0.98775333,0.98851705,0.98806375,0.98776406,0.9868255,0.08623449
CTB,0.2590504,0.27116728,0.0024551935,0.0044093863,0.0029711025,0.002109471,0.0002532954,0.00016185961,0.000121847705,7.0778566e-05,4.898431e-05,6.757883e-05
SKYW,0.0027267104,0.0013800338,0.00031202778,0.00049491343,0.00033774282,0.00048692516,4.8680602e-05,3.027183e-05,2.2429773e-05,1.17381505e-05,8.287629e-06,1.5303483e-05
EQT,0.0070807277,0.0031274066,0.00017548585,0.00023365997,0.00016604389,0.00033387504,4.0139308e-05,2.3720719e-05,1.7186354e-05,1.1071418e-05,7.640675e-06,1.6331962e-05
COHR,0.07092703,0.034365937,0.0053420705,0.009163547,0.013526716,0.103518136,0.008232467,0.008050248,0.00843259,0.009374159,0.010195163,0.8078222
SNFCA,0.0065419707,0.0073510255,0.0016849638,0.004067005,0.004478318,0.0052842475,0.0010640215,0.001457168,0.00196351,0.002109402,0.0024436896,0.10451812
NSEC,0.08768333,0.09330237,0.0030570738,0.011033011,0.0069127483,0.008071101,0.00079329195,0.00052715343,0.00040803538,0.00019092907,0.00013653158,0.0007412989
OTTR,0.00514016,0.0013879881,0.00029986852,0.00050676306,0.00067162735,0.0023927912,0.00018796013,9.641052e-05,6.5724766e-05,4.351414e-05,2.8881237e-05,9.361575e-05
WY,0.3683565,0.41689393,0.9843321,0.9665353,0.9653976,0.18949698,0.0015181181,0.0010660691,0.0008517288,0.000396091,0.00028539493,0.0004420377
GOLD,0.18225405,0.16675907,0.00108975,0.0016510398,0.0010847183,0.0022706273,0.000108573826,7.0055445e-05,5.3221578e-05,2.8322078e-05,1.9880948e-05,4.898885e-05
