,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.06547068,0.032423485,0.01818415,0.007135334,0.0039026106,0.0025468492,0.0020613759,0.0016672902,0.0014201257,0.0012007367,0.00092853373,0.000815916
CTB,0.019668926,0.027312525,0.11701287,0.49548286,0.18454967,0.20930266,0.17330813,0.18795165,0.18646352,0.18883213,0.18266293,0.18745983
SKYW,0.0033544798,0.0023109568,0.0035855281,0.0108761275,0.4992444,0.49231076,0.44023055,0.44575045,0.44742167,0.44611362,0.4464679,0.44634214
EQT,0.1282111,0.02322116,0.012437539,0.0072947415,0.0027298036,0.0025079164,0.0014384068,0.0013335249,0.00091799395,0.00067611923,0.000773639,0.0006460502
COHR,0.04604319,0.13692006,0.37075868,0.11688022,0.092627205,0.051160224,0.04660309,0.041794177,0.041590095,0.041899923,0.04490752,0.041951925
SNFCA,0.0075771706,0.0024737753,0.0017756262,0.0014940612,0.0009336742,0.00052351353,0.0003341525,0.00025940975,0.00019672926,0.00015245781,0.00027232402,0.00020477736
NSEC,0.021388456,0.0073591396,0.0035598702,0.0036876136,0.003367938,0.0066398694,0.13959996,0.12302331,0.12504137,0.1237384,0.12668821,0.12501687
OTTR,0.40822345,0.068019085,0.034212027,0.025587428,0.007859942,0.008375087,0.0048715184,0.0048278007,0.003318034,0.0024367128,0.003924914,0.003250266
WY,0.0036826981,0.0022975293,0.0019064555,0.0020947414,0.0012680863,0.0006618728,0.00033180797,0.00026016662,0.00017626189,0.00012988225,0.00017571874,0.00013663982
GOLD,0.29637983,0.6976623,0.43656728,0.32946688,0.20351665,0.22597133,0.19122104,0.19313231,0.19345425,0.19481996,0.19319823,0.19417557
