,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00822277,0.0035536191,0.0048099854,0.012559104,0.14398278,0.013483873,0.006350149,0.011647108,0.06087546,0.10881782,0.016554872,0.03320043
CTB,0.28141323,0.06852299,0.05978181,0.06481984,0.03359536,0.02258891,0.024810065,0.047094647,0.036610417,0.03640349,0.042277507,0.050655305
SKYW,0.0010132083,0.00047381583,0.00037485771,0.00037444627,0.0005178803,0.00010475158,6.154843e-05,9.201042e-05,0.00032146784,0.00036919976,9.895382e-05,0.00019499517
EQT,0.006013403,0.0016379463,0.0020540813,0.0015506637,0.0010569071,0.0005966779,0.0003499542,0.00047212868,0.0009722794,0.00053361675,0.00022558811,0.00031590587
COHR,0.25753012,0.018724266,0.010894864,0.007002466,0.0044316133,0.0037958669,0.0036836707,0.0051871543,0.009621557,0.0050966865,0.0027831467,0.004475613
SNFCA,0.08922142,0.8054551,0.72703046,0.6344868,0.4467809,0.89130396,0.92703265,0.85251206,0.44602567,0.42865396,0.8110182,0.51966095
NSEC,0.00078071875,0.0009252218,0.001321644,0.0031303244,0.0279596,0.006101561,0.0030133564,0.0057016844,0.12945996,0.099014096,0.008890963,0.02661896
OTTR,0.0052337633,0.0030427298,0.004639876,0.013875842,0.105529435,0.0133278165,0.0073204315,0.020861972,0.13019419,0.13740271,0.03358248,0.17592293
WY,0.34472466,0.095189065,0.1838496,0.2462468,0.114677444,0.03937,0.022407912,0.047106333,0.15484494,0.14488363,0.07667272,0.16776952
GOLD,0.005846759,0.0024752864,0.0052428674,0.01595378,0.12146813,0.009326547,0.004970362,0.0093249,0.031074073,0.038824752,0.0078956615,0.021185424
