,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.4578074,0.07929066,0.015098398,0.018290438,0.012159094,0.006710192,0.0026325292,0.0013862994,0.0008495291,0.00041372082,0.0002781258,0.0002333328
CTB,0.14744489,0.018108563,0.0032395117,0.0037254507,0.0026158968,0.0016438774,0.00093921507,0.0004887838,0.00029361027,0.00014176007,0.00010205609,8.094022e-05
SKYW,0.0031672008,0.0018287064,0.00053244137,0.0005058294,0.00034417334,0.00018921461,8.046233e-05,4.9006012e-05,3.211195e-05,1.6500326e-05,1.1648843e-05,1.0694359e-05
EQT,0.27722442,0.08586247,0.0104436325,0.013724637,0.009523703,0.005086653,0.0020167003,0.0010306834,0.0007047067,0.00037160926,0.00023718592,0.00018945342
COHR,0.0068024606,0.0041672797,0.0008523235,0.0007740928,0.0005840842,0.00036380326,0.00019358062,0.0001260911,9.11496e-05,5.7246867e-05,4.0516166e-05,3.4612007e-05
SNFCA,0.022437243,0.077584095,0.25067315,0.13902831,0.24617672,0.26363754,0.26197666,0.26430562,0.26397902,0.26525825,0.26574448,0.13609721
NSEC,0.0024474885,0.0026009283,0.0008963578,0.0006177768,0.00051902054,0.00045730895,0.0004583541,0.0005086621,0.00056859164,0.00068548176,0.0012181296,0.00036913806
OTTR,0.0083704665,0.0032684098,0.00042645447,0.00043442345,0.000303536,0.00018778566,0.00011906937,6.945048e-05,4.6302324e-05,2.4220923e-05,1.7805747e-05,1.576175e-05
WY,0.07192813,0.7255327,0.717416,0.82250816,0.7275048,0.7215616,0.7314953,0.73198706,0.733403,0.733014,0.7323375,0.8629578
GOLD,0.0023703496,0.0017560939,0.00042181867,0.00039079488,0.000269022,0.00016201958,8.8059554e-05,4.84524e-05,3.19863e-05,1.7231052e-05,1.25809465e-05,1.1069522e-05
