,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00092347903,0.0003329662,0.0001960654,0.00012672589,7.6733675e-05,6.49268e-05,5.820986e-05,5.4589076e-05,4.785511e-05,4.4500353e-05,3.855862e-05,3.2946988e-05
CTB,0.009814408,0.0028579829,0.0017835682,0.0012695789,0.00082968816,0.00067715434,0.00058179005,0.0004992364,0.00042157483,0.00037058792,0.0003185479,0.00026830312
SKYW,0.0010372093,0.00041914146,0.00022711408,0.0001431543,8.0847596e-05,6.3472806e-05,5.4860644e-05,4.7374648e-05,4.1036063e-05,3.521339e-05,3.065513e-05,2.6602647e-05
EQT,0.0038066115,0.001127256,0.0006302849,0.00037596907,0.00020915265,0.00015317815,0.00012510152,9.802064e-05,8.812258e-05,7.577161e-05,7.043754e-05,6.27513e-05
COHR,0.0014764052,0.00062045606,0.00034025844,0.00020192325,0.00011172151,8.575259e-05,7.2464274e-05,5.6312627e-05,4.7914065e-05,3.8341255e-05,3.314259e-05,2.7934719e-05
SNFCA,0.9523452,0.9858058,0.9920149,0.99455774,0.9966965,0.9974521,0.997855,0.9982419,0.99848926,0.99871373,0.9988726,0.99903464
NSEC,0.004348309,0.0015693608,0.00083629007,0.00052652555,0.00031079422,0.00026198436,0.00023671327,0.0002198673,0.00019794253,0.00018290755,0.00016489887,0.00014689003
OTTR,0.0015456716,0.0005155528,0.00031866832,0.0001953909,0.000117832635,9.139744e-05,7.785077e-05,6.671829e-05,5.9940125e-05,5.16e-05,4.579928e-05,4.036472e-05
WY,0.023977755,0.006473123,0.0034802211,0.0024717525,0.0014797809,0.0010812571,0.0008789179,0.000664534,0.000561977,0.00045044022,0.0003944921,0.00033304995
GOLD,0.0007248746,0.00027832127,0.0001726429,0.00013132594,8.7039414e-05,6.88252e-05,5.9072812e-05,5.150155e-05,4.430401e-05,3.6821682e-05,3.0973148e-05,2.644937e-05
