,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0016055073,0.0003661367,0.00020256283,0.00014128273,0.00010388698,7.894493e-05,5.303096e-05,3.3583343e-05,2.5663903e-05,2.3059318e-05,1.7680266e-05,1.4961769e-05
CTB,0.0016590154,0.00047363606,0.00025866064,0.00018246191,0.00013501098,0.00010464391,7.520548e-05,4.9974653e-05,3.789159e-05,3.3531756e-05,2.5681837e-05,2.1688264e-05
SKYW,0.017893333,0.0033861562,0.0019344338,0.0013637748,0.0010106616,0.0007856819,0.00060627697,0.0004391192,0.0003347707,0.000293837,0.00022860477,0.00019280902
EQT,0.0035793714,0.00089166797,0.0005282684,0.00036052786,0.00026934413,0.00020919333,0.00016745656,0.00012627362,0.000100061035,8.424836e-05,6.9533e-05,5.9523485e-05
COHR,0.0076663825,0.0030320527,0.0015682585,0.0011007932,0.00076920376,0.00056516763,0.00040839656,0.00028086372,0.00022496778,0.0001856828,0.00015618942,0.00013466658
SNFCA,0.959484,0.9894671,0.99428,0.99604106,0.99711823,0.9977996,0.9983347,0.99880946,0.9990715,0.999204,0.99935967,0.9994543
NSEC,0.001793418,0.0005416393,0.00029612883,0.00020498178,0.00014994948,0.00011501788,9.651362e-05,7.624018e-05,6.3014006e-05,5.0484192e-05,4.4660293e-05,3.9007427e-05
OTTR,0.0007335996,0.00022878459,0.000121488745,7.8124256e-05,5.819695e-05,4.5334175e-05,3.6147907e-05,2.6724618e-05,2.0370902e-05,1.8306897e-05,1.4062342e-05,1.1817237e-05
WY,0.002755432,0.00063863746,0.0003224808,0.00020204243,0.00014923901,0.00011644106,7.8395904e-05,5.0758877e-05,4.1077263e-05,3.6090747e-05,2.9999204e-05,2.6172467e-05
GOLD,0.0028299056,0.0009742572,0.00048771876,0.00032494887,0.00023628394,0.00017995623,0.00014389913,0.000106967505,8.077112e-05,7.075328e-05,5.389716e-05,4.5003242e-05
