,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0056605465,0.0025137255,0.0015886071,0.0009980121,0.00070139853,0.00052003836,0.00041046666,0.0003352242,0.00028021104,0.00023861372,0.00020569033,0.00018357243
CTB,0.0024621156,0.0010314361,0.00047123805,0.00040195425,0.00027223057,0.00019947886,0.00015548691,0.00012593377,0.000104611296,8.858277e-05,7.664157e-05,6.859064e-05
SKYW,0.0044680135,0.0014672951,0.0007417816,0.00048934156,0.00032875314,0.00023567381,0.00018204753,0.00014519556,0.00011954405,9.893626e-05,7.812547e-05,7.05733e-05
EQT,0.03258992,0.015127895,0.006420607,0.0031017326,0.0023422744,0.0019124702,0.0016034635,0.0013730855,0.0011946451,0.0010484776,0.00092652993,0.0008066891
COHR,0.92125285,0.9665999,0.9834093,0.9902796,0.99313074,0.99475217,0.99578553,0.99651283,0.99704736,0.9974705,0.9978345,0.9980794
SNFCA,0.0015983062,0.00076652854,0.00050045195,0.00035961156,0.00025229852,0.00018987105,0.00015083075,0.00012331935,0.000103380014,8.7093395e-05,7.167856e-05,6.4338354e-05
NSEC,0.0028020255,0.0012846172,0.00083497836,0.00056490785,0.00039605028,0.00029464706,0.0002330616,0.00018923171,0.00015800793,0.00013258682,0.00010629634,9.577486e-05
OTTR,0.009002471,0.0035437685,0.0018745064,0.0015587918,0.0010079701,0.0007277217,0.00055760756,0.0004456328,0.00036653355,0.00030758668,0.00026358446,0.00023669086
WY,0.015416793,0.0057062414,0.003018084,0.0015623332,0.0011016788,0.0008204173,0.00064902846,0.0005283561,0.00044135083,0.0003714693,0.00030335956,0.0002737899
GOLD,0.0047469134,0.0019586969,0.0011404434,0.00068385084,0.00046665102,0.00034747916,0.00027240257,0.00022117922,0.00018428304,0.00015609454,0.00013361721,0.000120533565
