,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00031703062,4.682686e-05,2.8088338e-05,2.0372432e-05,1.6115695e-05,1.3602712e-05,9.596715e-06,8.136491e-06,7.2946586e-06,5.8806777e-06,4.766123e-06,3.99865e-06
CTB,0.00058293174,5.2522777e-05,2.7544718e-05,1.9022926e-05,1.4383193e-05,1.1616069e-05,8.932523e-06,7.492906e-06,6.6695943e-06,5.617957e-06,4.76436e-06,4.1527464e-06
SKYW,0.007929712,0.00048824336,0.00022978694,0.00016723652,0.00013532219,0.00011392073,7.6320066e-05,6.595635e-05,6.1664585e-05,4.7846537e-05,3.7610967e-05,3.05999e-05
EQT,0.00069091556,8.034218e-05,5.4072956e-05,3.7564307e-05,2.7941216e-05,2.2111137e-05,1.602828e-05,1.33220055e-05,1.1752842e-05,9.484159e-06,7.722515e-06,6.525839e-06
COHR,0.9834282,0.9986197,0.9992353,0.9994591,0.99957865,0.99965465,0.99975294,0.99979013,0.9998103,0.9998473,0.9998754,0.9998952
SNFCA,0.0019499239,0.00019265497,0.0001255627,9.00346e-05,7.0469854e-05,5.9798076e-05,4.215727e-05,3.5464553e-05,3.1973836e-05,2.5883892e-05,2.078902e-05,1.7457356e-05
NSEC,7.583792e-05,8.654716e-06,6.8715767e-06,4.828491e-06,3.7273358e-06,2.9401297e-06,2.1699389e-06,1.8355398e-06,1.6411974e-06,1.3326e-06,1.1163024e-06,9.3644957e-07
OTTR,0.003665188,0.00036461267,0.00019183476,0.00013040862,9.824817e-05,7.657859e-05,5.9975588e-05,5.083135e-05,4.4559496e-05,3.7349375e-05,3.2163065e-05,2.8015313e-05
WY,0.00115537,0.00011239544,7.940671e-05,5.5914257e-05,4.3378466e-05,3.5526627e-05,2.4863895e-05,2.0911717e-05,1.8990757e-05,1.5123821e-05,1.2132953e-05,1.0029181e-05
GOLD,0.00020493685,3.4126217e-05,2.1456717e-05,1.5515698e-05,1.1843077e-05,9.263999e-06,6.920249e-06,5.856232e-06,5.175165e-06,4.187512e-06,3.4818822e-06,2.9548146e-06
