,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0019421738,0.0003717498,0.0001835626,0.0001224609,9.8776356e-05,7.1229355e-05,4.479773e-05,3.459031e-05,2.4425492e-05,1.2248479e-05,9.869826e-06,7.862e-06
CTB,0.00063515035,9.259653e-05,4.941826e-05,3.420532e-05,2.8765493e-05,2.020946e-05,8.773969e-06,6.860299e-06,6.0428624e-06,3.788555e-06,3.0477333e-06,2.1202422e-06
SKYW,0.9931738,0.9987583,0.9993604,0.9995665,0.9996482,0.9997547,0.9998658,0.99990225,0.9999268,0.9999546,0.99996305,0.9999732
EQT,0.00026349546,6.099071e-05,3.258327e-05,2.2389502e-05,1.8337336e-05,1.3208439e-05,6.443117e-06,4.603942e-06,3.2356372e-06,2.1871529e-06,1.9294375e-06,1.6721166e-06
COHR,0.0002867541,5.2324525e-05,2.871876e-05,1.9317622e-05,1.6174265e-05,1.2350968e-05,6.116543e-06,4.9199493e-06,4.4402314e-06,3.5234161e-06,2.8854395e-06,2.1691276e-06
SNFCA,0.0010232585,0.0001637291,8.781012e-05,6.0321217e-05,5.0333147e-05,3.5287863e-05,2.2937968e-05,1.4299632e-05,1.0725177e-05,7.6030274e-06,6.1988026e-06,4.075894e-06
NSEC,0.00048783032,7.092584e-05,3.8792314e-05,2.7279262e-05,2.2021559e-05,1.5871197e-05,9.458321e-06,6.874013e-06,4.984846e-06,3.3358115e-06,2.7205099e-06,2.2425488e-06
OTTR,0.00022291324,4.920945e-05,2.5715111e-05,1.7756913e-05,1.48410245e-05,1.0680547e-05,4.8770867e-06,3.6327976e-06,3.0088668e-06,2.2416154e-06,1.8607849e-06,1.3314657e-06
WY,0.0012398225,0.00024184672,0.00011861179,7.886255e-05,6.3381354e-05,4.1278516e-05,1.896761e-05,1.2692244e-05,8.646413e-06,5.58704e-06,4.461565e-06,2.8160796e-06
GOLD,0.00072488486,0.00013834446,7.43419e-05,5.0937935e-05,3.9082657e-05,2.5232619e-05,1.1954613e-05,9.284454e-06,7.6415745e-06,4.9577184e-06,3.9508964e-06,2.542651e-06
