,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.019860787,0.0043930667,0.0026453338,0.0015886294,0.0007505826,0.0005380806,0.00041551422,0.00025865703,0.0001744164,5.3364987e-05,2.597852e-05,1.3162366e-05
CTB,0.017698549,0.0061771437,0.0035820627,0.0015667104,0.0008156317,0.00057496334,0.0004383052,0.00027084284,0.00018489525,5.5300254e-05,2.1852231e-05,8.470322e-06
SKYW,0.064085245,0.0072003184,0.004477647,0.0019319585,0.0009434224,0.0007030356,0.0005649627,0.00029789758,0.0001982254,7.308654e-05,4.1286254e-05,1.5387248e-05
EQT,0.018365178,0.0031206652,0.0020682907,0.0010744218,0.00058349496,0.00042529684,0.00033448264,0.00021115603,0.00014030746,3.525075e-05,2.2535103e-05,9.698361e-06
COHR,0.01049479,0.0012854367,0.0008752672,0.0004210021,0.00024686288,0.00018194552,0.00014457645,0.00010871433,7.132984e-05,1.09089315e-05,6.883051e-06,2.4800838e-06
SNFCA,0.70571566,0.95374763,0.97152406,0.9865371,0.99327856,0.99506336,0.9960865,0.99771214,0.9984763,0.9996227,0.99980384,0.99992156
NSEC,0.064677894,0.009831453,0.0059363805,0.0027753357,0.0013846419,0.0010394925,0.0008438307,0.0004999579,0.0003262019,7.060946e-05,3.521476e-05,1.2993843e-05
OTTR,0.056531653,0.0067561334,0.0042586494,0.0018350331,0.00090571697,0.0006709136,0.0005354492,0.00031784637,0.00021127827,3.69056e-05,1.852911e-05,6.0492885e-06
WY,0.00763023,0.0020183432,0.0011721505,0.00075645535,0.0003938465,0.00028344037,0.00022087006,0.00010496805,7.07317e-05,1.9449533e-05,1.1229389e-05,4.098919e-06
GOLD,0.034940004,0.0054697264,0.0034602322,0.0015133148,0.0006973338,0.0005194549,0.00041560043,0.0002178796,0.00014628566,2.2384163e-05,1.2549446e-05,6.199663e-06
