,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0018390722,0.0002155938,0.00011600136,8.462646e-05,6.538989e-05,5.206263e-05,4.2807602e-05,3.5726087e-05,3.055708e-05,2.6476831e-05,2.3324119e-05,1.7390857e-05
CTB,0.0006180642,3.5695062e-05,2.6545013e-05,1.963559e-05,1.538045e-05,1.228858e-05,9.848331e-06,8.2122915e-06,6.992288e-06,6.143488e-06,5.293283e-06,1.1020545e-05
SKYW,0.0043228213,0.00036869157,0.00023459617,0.00016638015,0.00012717306,0.00010026324,8.199124e-05,6.852801e-05,5.8242982e-05,5.0432915e-05,4.394268e-05,6.264707e-05
EQT,0.00076724455,7.672402e-05,4.7977504e-05,3.4665143e-05,2.7270835e-05,2.1605749e-05,1.7638446e-05,1.503203e-05,1.2731408e-05,1.1178061e-05,9.604019e-06,1.3150701e-05
COHR,0.0062225573,0.00028605261,0.00015740086,0.00011472267,8.9724286e-05,7.20929e-05,6.0374558e-05,5.1241772e-05,4.4160686e-05,3.843941e-05,3.4151195e-05,2.9012626e-05
SNFCA,0.9209258,0.99626416,0.9980603,0.9985985,0.99892044,0.99914086,0.9992994,0.9994168,0.9995004,0.99956554,0.99961543,0.99946433
NSEC,0.001282568,0.00017494553,9.991316e-05,6.832318e-05,5.151258e-05,3.9227194e-05,2.9911325e-05,2.424956e-05,2.0262942e-05,1.770279e-05,1.5174369e-05,2.8718323e-05
OTTR,0.0014875225,0.00014055592,9.5639225e-05,6.9739806e-05,5.368182e-05,4.2657615e-05,3.5111905e-05,2.952355e-05,2.5052219e-05,2.1842128e-05,1.8806895e-05,3.0114288e-05
WY,0.0016768042,0.0002362917,0.00012593773,8.885056e-05,6.694682e-05,5.15645e-05,3.9846087e-05,3.217024e-05,2.6964395e-05,2.3514891e-05,2.025845e-05,3.364907e-05
GOLD,0.06085762,0.0022012712,0.0010357775,0.00075459585,0.00058250566,0.00046732285,0.00038293432,0.00031840947,0.00027457715,0.00023865583,0.0002141341,0.00031011057
