,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00055428786,0.00019515734,0.00013643393,0.00010581124,8.4325125e-05,6.8860136e-05,5.123946e-05,4.3122138e-05,3.7605223e-05,3.055431e-05,2.4811245e-05,2.0582334e-05
CTB,0.00075107015,0.00028718077,0.00020040818,0.0001537744,0.00012154473,9.85604e-05,7.564249e-05,6.3824846e-05,5.580599e-05,4.5886314e-05,3.9873645e-05,3.5384695e-05
SKYW,0.9915999,0.9970381,0.9979607,0.9984434,0.9987734,0.99900776,0.99925166,0.9993722,0.9994549,0.9995528,0.99962914,0.99968743
EQT,0.003026618,0.00092542986,0.000624322,0.00047749866,0.00037686626,0.0003050306,0.00021986669,0.00018343616,0.00015955059,0.0001274587,0.00010162835,8.282382e-05
COHR,0.0013136613,0.00044820612,0.00031427015,0.00024371178,0.00019422792,0.00015856368,0.00011821744,9.941751e-05,8.646088e-05,7.054038e-05,5.6611054e-05,4.5908735e-05
SNFCA,0.0005241305,0.0002127422,0.00014825024,0.0001127366,8.848675e-05,7.129169e-05,5.5773147e-05,4.699619e-05,4.0890296e-05,3.4114284e-05,2.9822399e-05,2.6548054e-05
NSEC,0.00010160427,4.360067e-05,3.164797e-05,2.4853978e-05,2.0008507e-05,1.6465503e-05,1.3002226e-05,1.1093475e-05,9.7407365e-06,8.18035e-06,7.0667747e-06,6.1472965e-06
OTTR,0.00055324665,0.00019606638,0.00013466668,0.00010272286,8.0782294e-05,6.522308e-05,4.9070637e-05,4.115877e-05,3.5791767e-05,2.9230046e-05,2.440644e-05,2.0638667e-05
WY,0.0003357386,0.0001213177,8.3790386e-05,6.408247e-05,5.04866e-05,4.0823732e-05,3.073982e-05,2.5792855e-05,2.2416163e-05,1.8343964e-05,1.5188448e-05,1.2699784e-05
GOLD,0.0012397155,0.0005321721,0.00036543468,0.00027133359,0.00020980566,0.00016744787,0.00013476773,0.00011315959,9.684055e-05,8.295327e-05,7.1419825e-05,6.178933e-05
