,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00031891573,7.132156e-05,3.9435345e-05,2.8450038e-05,1.3965087e-05,9.680288e-06,7.278847e-06,5.803685e-06,4.7172725e-06,4.046967e-06,3.5740377e-06,3.0891601e-06
CTB,0.00012775724,4.2032072e-05,2.1358259e-05,1.1403063e-05,6.2021672e-06,4.516256e-06,3.5477246e-06,2.9579096e-06,2.4441958e-06,2.133322e-06,1.846482e-06,1.5875601e-06
SKYW,0.0005805329,0.00011564946,5.942703e-05,3.6611804e-05,1.6025304e-05,1.1530937e-05,8.97752e-06,7.478299e-06,6.1701226e-06,5.3680114e-06,4.66848e-06,3.980627e-06
EQT,0.00042543415,8.624734e-05,4.425319e-05,2.0742364e-05,9.315315e-06,6.7999254e-06,5.374215e-06,4.4778294e-06,3.7536345e-06,3.280655e-06,2.859064e-06,2.4882156e-06
COHR,0.9929101,0.9986279,0.9993185,0.9996495,0.99981135,0.99986815,0.9998987,0.99991775,0.9999318,0.99994147,0.99994874,0.9999554
SNFCA,0.003894697,0.000692737,0.0003318904,0.00015189013,9.144089e-05,6.25779e-05,4.789319e-05,3.830494e-05,3.2055766e-05,2.7098851e-05,2.3794119e-05,2.1096692e-05
NSEC,0.00038794798,7.578447e-05,3.594216e-05,1.9112405e-05,8.024111e-06,5.541502e-06,4.2527327e-06,3.505824e-06,2.8734864e-06,2.5019724e-06,2.0967568e-06,1.7988109e-06
OTTR,0.00052981597,9.594062e-05,4.7343994e-05,2.8348097e-05,1.47383025e-05,1.0510167e-05,7.981072e-06,6.593549e-06,5.313472e-06,4.663142e-06,4.098538e-06,3.4433817e-06
WY,0.00060803915,0.0001400265,7.3149844e-05,3.4604265e-05,1.9791138e-05,1.402874e-05,1.0804477e-05,8.744085e-06,7.2689672e-06,6.263052e-06,5.533013e-06,4.861391e-06
GOLD,0.00021678896,5.2410876e-05,2.8754908e-05,1.923844e-05,9.122996e-06,6.65668e-06,5.2257647e-06,4.401803e-06,3.5880853e-06,3.166849e-06,2.75475e-06,2.3389741e-06
