,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0017574193,0.00056609756,0.00041216987,0.00030169095,0.00024991314,0.00020774233,0.00017838317,0.00016558268,8.588931e-05,5.63691e-05,4.1579922e-05,3.2165073e-05
CTB,0.00026819788,8.6554835e-05,6.332791e-05,4.6827467e-05,3.88821e-05,3.2389773e-05,2.8162394e-05,2.4912042e-05,1.6563077e-05,1.0384295e-05,7.5734943e-06,5.82804e-06
SKYW,0.00026043787,0.00010039119,7.453061e-05,5.875038e-05,4.8015365e-05,3.9417806e-05,3.123387e-05,2.8262095e-05,9.565043e-06,6.620664e-06,5.2273585e-06,4.2500656e-06
EQT,0.00078762445,0.00024003419,0.00017051231,0.00011831107,9.748836e-05,8.230755e-05,8.394326e-05,6.93532e-05,3.6994265e-05,2.3765946e-05,1.6801474e-05,1.2717669e-05
COHR,0.00035336247,0.000115497765,8.727142e-05,6.737505e-05,5.5877295e-05,4.8063856e-05,4.7959238e-05,3.453424e-05,8.985851e-06,6.0995785e-06,4.65731e-06,3.7941068e-06
SNFCA,0.9918508,0.99733233,0.9980597,0.99853647,0.9988022,0.99900645,0.9991371,0.9993187,0.99968576,0.999793,0.9998449,0.9998778
NSEC,0.0022997244,0.00074072625,0.0005552509,0.0004538613,0.0003692121,0.00030333403,0.00023722342,0.00014616021,5.9644055e-05,4.160664e-05,3.3515847e-05,2.8036526e-05
OTTR,0.00074420596,0.00026625115,0.00018738442,0.00013572712,0.00010941423,9.16135e-05,9.093429e-05,7.139105e-05,2.7899208e-05,1.817656e-05,1.3344785e-05,1.0432615e-05
WY,0.00075680803,0.0002703728,0.0001818393,0.00012591147,9.987068e-05,8.07456e-05,6.969441e-05,6.391005e-05,2.5860612e-05,1.6135453e-05,1.1628411e-05,8.897901e-06
GOLD,0.0009213674,0.00028173428,0.00020810534,0.00015512104,0.00012912227,0.0001079759,9.5467236e-05,7.723167e-05,4.277297e-05,2.7851076e-05,2.0686417e-05,1.6047657e-05
