,January,February,March,April,May,June,July,August,September,October,November,December
PEP,4.7894686e-05,9.0069625e-06,4.165852e-06,3.3190474e-06,2.2669813e-06,1.6666306e-06,1.2197025e-06,8.3642664e-07,6.3725696e-07,5.0991963e-07,4.2716937e-07,3.935621e-07
CTB,0.003985093,0.0008735736,0.0003035738,0.00023590357,0.00015436282,8.6177104e-05,3.4845925e-05,2.2441875e-05,1.7138002e-05,1.3889351e-05,1.1689071e-05,1.0837512e-05
SKYW,0.0104750525,0.0015206666,0.0005076625,0.00040794665,0.00027154217,0.00013736027,5.333616e-05,3.6320886e-05,2.7914535e-05,2.2605744e-05,1.8820198e-05,1.771521e-05
EQT,0.00033510724,7.507396e-05,2.9380017e-05,2.27453e-05,1.48123645e-05,1.0832688e-05,6.583332e-06,4.2354927e-06,3.2082387e-06,2.5619388e-06,2.12001e-06,1.9554134e-06
COHR,0.0004467046,8.208934e-05,3.3943947e-05,2.7085647e-05,1.8170189e-05,1.2133007e-05,6.6833645e-06,4.4250555e-06,3.3396757e-06,2.6733069e-06,2.2115537e-06,2.068967e-06
SNFCA,0.0017180297,0.00023382778,0.0001353209,0.00010573246,8.082107e-05,7.3662624e-05,5.467232e-05,3.776998e-05,2.9465495e-05,2.3979772e-05,2.0036308e-05,1.6547232e-05
NSEC,0.9795109,0.9964976,0.99867153,0.99895585,0.99930334,0.99959093,0.99980706,0.99987054,0.9999002,0.99991894,0.9999323,0.99993885
OTTR,0.0014062091,0.00031047154,0.00013746435,0.000105063235,6.680861e-05,4.1000323e-05,1.5567453e-05,1.0071153e-05,7.749887e-06,6.2870395e-06,5.245234e-06,4.8837733e-06
WY,0.0005818167,0.00011814046,4.675713e-05,3.656376e-05,2.4294186e-05,1.5308302e-05,7.5226185e-06,5.111245e-06,3.9639813e-06,3.2019468e-06,2.6618284e-06,2.469367e-06
GOLD,0.0014931306,0.00027959884,0.00013031057,9.973812e-05,6.367229e-05,3.0917956e-05,1.2557137e-05,8.207265e-06,6.416609e-06,5.2796318e-06,4.5102265e-06,4.1794924e-06
