,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0010494428,0.2278883,0.18192495,0.13170885,0.07700691,0.042169727,0.032230776,0.02691992,0.019658819,0.0150303515,0.012430689,0.010321663
CTB,0.0027789504,0.047911737,0.028989146,0.023001753,0.02140145,0.01617461,0.012343863,0.010184402,0.0077078654,0.005884772,0.005045542,0.0040852525
SKYW,0.0022328843,0.31038117,0.5082264,0.6170005,0.7385979,0.8394992,0.87415725,0.8934914,0.91857904,0.9350469,0.9447724,0.95297736
EQT,0.003064046,0.06204506,0.041149683,0.032803614,0.025304163,0.017296389,0.013869257,0.011886247,0.009031596,0.007355822,0.006461186,0.0054639047
COHR,0.00077920314,0.026690364,0.01676952,0.01273261,0.010620028,0.008729293,0.007669129,0.006447184,0.004889011,0.0038463408,0.0032422952,0.0026461205
SNFCA,0.9812459,0.06428507,0.04117373,0.03705982,0.030131057,0.020868473,0.017089067,0.014866853,0.012096992,0.010093591,0.008654796,0.007578548
NSEC,0.00085509906,0.018877257,0.01264572,0.010805434,0.007984395,0.0047638193,0.0036130792,0.002964247,0.0021960093,0.0016697722,0.0013874222,0.0011410525
OTTR,0.001455029,0.037713055,0.020906448,0.017670628,0.013219751,0.008491377,0.0068798615,0.005623272,0.0043420442,0.0034037244,0.0029509289,0.0025509428
WY,0.0021813188,0.083948575,0.069441035,0.05772448,0.03726111,0.019334631,0.014188276,0.011768335,0.0089302445,0.0070471405,0.0057672034,0.0051148324
GOLD,0.0043582045,0.12025936,0.07877337,0.05949232,0.038473193,0.02267252,0.017959515,0.015848188,0.012568413,0.0106215915,0.00928744,0.008120328
