,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0012655929,0.00052478176,0.00033765257,0.0002398431,0.00052466535,0.00032062124,0.00020888196,7.8715086e-05,7.059743e-05,6.203516e-05,5.681957e-05,4.643002e-05
CTB,0.9741789,0.99184835,0.99460006,0.99607843,0.9943784,0.9962057,0.9974058,0.9985884,0.99879885,0.99894744,0.9990613,0.9991968
SKYW,0.003343905,0.00092348515,0.000606231,0.00043496335,0.0004358808,0.00030616307,0.00022196597,0.00012489248,0.00015239786,0.00013174841,0.00011581512,9.5903306e-05
EQT,0.0015679998,0.0006798231,0.00046381535,0.00034016027,0.00049092976,0.00033322803,0.00022738062,0.00012126925,0.00010385695,9.319031e-05,8.271907e-05,7.087129e-05
COHR,0.0139851635,0.003874099,0.0026089293,0.0019187026,0.0027058336,0.0018668785,0.0012671796,0.00070681114,0.0006149305,0.0005183261,0.00043668319,0.00039541238
SNFCA,0.00075840874,0.00029240584,0.00021189457,0.00016306632,0.0002497341,0.00017747856,0.000115050476,6.667644e-05,4.6833386e-05,4.4462486e-05,4.5041437e-05,3.4470446e-05
NSEC,0.0007204467,0.0002578704,0.00018750541,0.00014454508,0.00021603494,0.00015407229,0.00010110384,5.069168e-05,4.924103e-05,4.734289e-05,4.7886908e-05,3.7127335e-05
OTTR,0.00086309644,0.00031183398,0.00018044005,0.000120242024,0.00012355568,8.114634e-05,6.1715604e-05,3.6066518e-05,3.4653123e-05,3.307532e-05,3.1931304e-05,2.6177282e-05
WY,0.0026656175,0.0010837578,0.0006601324,0.00045249006,0.00069221423,0.0004300982,0.0003021453,0.00017632813,9.584134e-05,9.259781e-05,9.375926e-05,7.417614e-05
GOLD,0.00065084046,0.00020365752,0.00014335275,0.00010757845,0.00018276095,0.00012469314,8.885063e-05,5.0056875e-05,3.286281e-05,2.9885367e-05,2.806243e-05,2.2622358e-05
