,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0001664268,3.2888584e-05,1.8960247e-05,1.3014064e-05,8.660097e-06,7.231102e-06,5.9776057e-06,4.396888e-06,2.381257e-06,1.4268285e-06,1.0164953e-06,8.237522e-07
CTB,4.0146635e-05,1.1096421e-05,4.806234e-06,3.2913556e-06,2.5353106e-06,2.1696244e-06,1.6480908e-06,9.0100434e-07,5.82113e-07,3.452912e-07,2.5462236e-07,2.220726e-07
SKYW,0.00019068577,4.0329076e-05,1.8520257e-05,1.2958654e-05,9.144661e-06,7.902322e-06,6.4277606e-06,4.850934e-06,3.3285442e-06,1.8859173e-06,1.3550717e-06,1.1066091e-06
EQT,0.00043736867,0.00011964573,7.3447205e-05,4.65376e-05,2.8562476e-05,2.1623091e-05,1.6879378e-05,9.168858e-06,6.2108993e-06,3.8415706e-06,2.7100236e-06,2.16025e-06
COHR,0.0003480442,8.035569e-05,5.2207135e-05,3.359745e-05,1.8595601e-05,1.4321134e-05,1.20375435e-05,9.335745e-06,6.3270536e-06,3.11394e-06,2.1830294e-06,1.7672537e-06
SNFCA,0.99642867,0.9991677,0.9995453,0.9997075,0.9998191,0.9998627,0.9998895,0.99992394,0.99995756,0.999977,0.99998343,0.9999862
NSEC,0.0004630446,0.00011497102,5.3251453e-05,3.480928e-05,2.6772688e-05,2.0351717e-05,1.5032944e-05,7.2679672e-06,2.7503618e-06,1.2051962e-06,8.874674e-07,7.087136e-07
OTTR,0.0014522347,0.00031079946,0.00015835061,0.00010260309,5.989079e-05,4.356095e-05,3.6176934e-05,2.8661934e-05,1.4573437e-05,7.849825e-06,5.857308e-06,5.100865e-06
WY,0.00038417152,9.534277e-05,5.8696267e-05,3.4615252e-05,1.847251e-05,1.3282882e-05,1.0742455e-05,7.406094e-06,4.052505e-06,1.9375796e-06,1.3386067e-06,1.123547e-06
GOLD,8.9224864e-05,2.6844109e-05,1.6464215e-05,1.107509e-05,8.330311e-06,6.856973e-06,5.5865908e-06,4.0431196e-06,2.2404274e-06,1.3415221e-06,9.3558054e-07,7.335994e-07
