,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0024683687,0.00198079,0.0028115965,0.0046848166,0.0015480523,0.0016186971,0.0025456268,0.0054253293,0.21322523,0.48999164,0.004268516,0.003711755
CTB,0.0005143411,0.00034429188,0.0002805329,0.00021835885,0.00022122917,0.00016208466,0.0001182579,0.00010651545,0.00020410132,4.9606635e-05,6.614848e-06,5.5169467e-06
SKYW,0.020053683,0.08304416,0.12525386,0.1259797,0.016257927,0.023743948,0.12023897,0.121744715,0.09153121,0.013048309,0.0071277954,0.011691346
EQT,0.0013539876,0.0007761154,0.0005847895,0.000420056,0.0006088776,0.0004655907,0.00057165907,0.00035593467,0.00039337584,0.00015808466,2.8084041e-05,2.3439074e-05
COHR,0.41311055,0.244558,0.22128822,0.22214776,0.4165052,0.26195702,0.22062613,0.21594605,0.16706392,0.2656405,0.4457059,0.2706001
SNFCA,0.00035040829,0.00017030435,0.00011669417,8.372422e-05,0.00018313949,0.00011355937,0.00011275749,7.235756e-05,8.678286e-05,1.8060127e-05,4.4431004e-06,3.7131867e-06
NSEC,0.00073016563,0.00033802463,0.00021195757,0.00014896745,0.00014956892,9.841831e-05,0.00016434572,9.8462035e-05,0.00019040708,4.571743e-05,1.5798674e-05,1.2448683e-05
OTTR,0.558126,0.66665506,0.6473058,0.6440429,0.5632495,0.71070015,0.6530193,0.6516589,0.5077641,0.2285846,0.5424783,0.71365434
WY,0.0018466911,0.0011282122,0.0009173304,0.00072226126,0.00058431766,0.0004198793,0.00043405357,0.00034644076,0.0003543296,9.007022e-05,3.8814527e-05,3.0245817e-05
GOLD,0.0014458031,0.0010050492,0.001229223,0.0015514937,0.0006921929,0.0007205762,0.0021688465,0.0042452947,0.019186469,0.0023733617,0.00032581057,0.0002670825
