,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.017768176,0.011929653,0.0025308146,0.0030782141,0.0035607538,0.0039054288,0.004402375,0.0046583056,0.0025010286,0.0030351193,0.0015958946,0.0017119461
CTB,0.1307572,0.82087344,0.9409101,0.9557965,0.8636746,0.84852755,0.8452144,0.8494986,0.9273155,0.6499315,0.21751451,0.22032782
SKYW,0.021345133,0.010251338,0.0014901031,0.0008872877,0.0019734472,0.0017724273,0.0012360743,0.00081801385,0.0005794793,0.0011326291,0.0009805661,0.0013555743
EQT,0.18192665,0.029745435,0.0043870807,0.002086637,0.005738381,0.0038910657,0.0017505508,0.0011909185,0.0011744135,0.0037187166,0.004987138,0.013463101
COHR,0.007173519,0.0030317334,0.0012051127,0.0006945538,0.0012956174,0.0009825126,0.00062950276,0.0004084729,0.00039642787,0.00083989435,0.00070127076,0.0006393706
SNFCA,0.02633552,0.021490118,0.010806518,0.013696709,0.030317727,0.061048027,0.11006514,0.120309055,0.03587103,0.035901483,0.077045925,0.08316517
NSEC,0.20932761,0.013578284,0.0027133531,0.002007665,0.0045812316,0.0037707658,0.002153703,0.0014096785,0.0012297581,0.0032751088,0.0034489492,0.024784416
OTTR,0.08892092,0.007709054,0.0023445305,0.0014510104,0.0027221977,0.0018887239,0.000982951,0.0006571635,0.0006083348,0.0015674712,0.0016367999,0.0047308644
WY,0.30971757,0.07954774,0.032986507,0.01977936,0.08534141,0.07350475,0.033107698,0.02074538,0.030112451,0.30013517,0.69168043,0.6493519
GOLD,0.006727705,0.0018432532,0.0006258455,0.000522045,0.0007946309,0.00070885324,0.0004575216,0.00030437994,0.00021159097,0.00046291537,0.00040854487,0.00046984863
