,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.068190575,0.20903596,0.91385394,0.87560284,0.95358944,0.98396355,0.9671245,0.9836236,0.9897037,0.9949473,0.9966955,0.996097
CTB,0.14728773,0.060893614,0.007108917,0.007842553,0.0035590343,0.001317218,0.00248214,0.0013904885,0.000913096,0.00043899822,0.0002752631,0.00026869393
SKYW,0.0035865214,0.0009476268,0.0002962875,0.00027975257,0.00017045997,7.221983e-05,0.00018887494,9.809135e-05,8.635963e-05,4.5167355e-05,3.101554e-05,3.7408e-05
EQT,0.35301164,0.0070492974,0.0015125131,0.0017677905,0.0010434464,0.0004496513,0.0006963917,0.00037395232,0.00025250777,0.00015881936,0.00012658582,0.00013443276
COHR,0.0872556,0.0067389687,0.0013260077,0.0015896884,0.00084361195,0.0005432444,0.0010253495,0.0006124547,0.00039888822,0.00027055558,0.00018931479,0.00022087283
SNFCA,0.061261587,0.0066510313,0.0014472334,0.0019614254,0.0010033185,0.0005586544,0.0013821727,0.0007844236,0.0005319902,0.00017938827,0.0001168393,0.0001424946
NSEC,0.03148325,0.0065488094,0.0016643206,0.001000565,0.0006149128,0.0002640168,0.00041276196,0.00021321065,0.00014274502,7.284481e-05,5.0893308e-05,4.874463e-05
OTTR,0.2184227,0.6949784,0.069543526,0.106085956,0.03633222,0.011346978,0.024299633,0.011374184,0.006737977,0.0031033019,0.001803055,0.0022947511
WY,0.011050857,0.0027855488,0.00053672894,0.00069598714,0.00036897423,0.00022448778,0.0005036813,0.00031388932,0.00027817662,9.921009e-05,6.876244e-05,7.8351666e-05
GOLD,0.018449448,0.00437072,0.002710512,0.0031733832,0.0024744938,0.0012599292,0.0018843971,0.0012156658,0.0009545307,0.0006843887,0.00064284325,0.00067722733
