,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.39845404,0.1283548,0.1494574,0.14980185,0.15140867,0.14889374,0.10002916,0.073423244,0.074179925,0.075619586,0.5365726,0.15194035
CTB,0.0015053697,0.0025077257,0.0023340506,0.0036241694,0.006180018,0.017537491,0.16018826,0.21464697,0.21618816,0.21585579,0.0073217778,0.0071508754
SKYW,0.16223559,0.10159401,0.11659493,0.11851512,0.11802195,0.114288546,0.065232515,0.041278094,0.040435042,0.0402266,0.2497194,0.09660341
EQT,0.004371144,0.0053010555,0.002591215,0.0012756985,0.0008334762,0.0004747879,0.0004816207,0.00040624716,0.00035947177,0.00026654598,0.00056580815,0.0008157126
COHR,0.04618977,0.24993175,0.16159123,0.16039073,0.15803117,0.15500595,0.13071048,0.13631627,0.13628158,0.13575235,0.07223431,0.23894729
SNFCA,0.0018198367,0.0030801594,0.0016174358,0.00083877856,0.0005875699,0.00032420145,0.00026417378,0.00018196675,0.00013452805,9.0983274e-05,0.00022443387,0.00038888925
NSEC,0.038767405,0.08644516,0.036615763,0.023298426,0.020639498,0.020225195,0.028738344,0.071146324,0.07163688,0.072021045,0.025240194,0.067104205
OTTR,0.16947544,0.09519192,0.039876353,0.016848965,0.011077236,0.0074556163,0.0052066315,0.0029917916,0.0019372464,0.0011959275,0.0025686172,0.0055096247
WY,0.156774,0.25357005,0.17257571,0.19895695,0.20291206,0.20553666,0.23331523,0.2257129,0.22580473,0.22540812,0.079278976,0.32730323
GOLD,0.020407422,0.07402344,0.31674594,0.32644928,0.33030835,0.3302578,0.27583358,0.23389618,0.23304237,0.23356304,0.026273834,0.10423651
