,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0002843612,7.46658e-05,5.2770367e-05,3.886917e-05,3.6074583e-05,2.9895704e-05,2.465173e-05,2.0958789e-05,1.792907e-05,1.564162e-05,1.4258071e-05,1.26897585e-05
CTB,0.00087526697,0.0003016059,0.00016276368,0.00012448197,8.061331e-05,6.6841625e-05,5.6458623e-05,4.850623e-05,4.2626696e-05,3.7771682e-05,3.416177e-05,3.0492896e-05
SKYW,0.00057545234,0.00014891499,9.601876e-05,6.570859e-05,5.3859134e-05,4.3009968e-05,3.416485e-05,2.8202916e-05,2.352557e-05,2.0103038e-05,1.8306764e-05,1.6068245e-05
EQT,0.00045570676,9.815701e-05,5.150431e-05,3.8263566e-05,2.8199063e-05,2.3215242e-05,1.9097475e-05,1.6082462e-05,1.3955171e-05,1.2225339e-05,1.1311303e-05,1.0035813e-05
COHR,0.00024146267,4.917068e-05,2.5162768e-05,1.8531131e-05,1.5575051e-05,1.2957407e-05,1.07666065e-05,9.211938e-06,7.965518e-06,7.0065225e-06,6.4537567e-06,5.777026e-06
SNFCA,0.9763532,0.99613816,0.9982553,0.99878055,0.99914515,0.99931204,0.9994393,0.9995295,0.9995999,0.99965334,0.999681,0.99971694
NSEC,0.018287782,0.0025283725,0.00094102876,0.00064217,0.00037910452,0.0003020275,0.00024730084,0.00020874898,0.00017743008,0.00015403755,0.00014383877,0.00012828088
OTTR,0.00036463636,0.00013565227,0.000103059756,7.409173e-05,4.675366e-05,3.7574184e-05,3.0872787e-05,2.5882304e-05,2.2244014e-05,1.9347031e-05,1.7651642e-05,1.56094e-05
WY,0.0010934944,0.0002795292,0.00016830889,0.00012353173,0.00015796992,0.00012857362,0.0001025205,8.440691e-05,7.023223e-05,5.986955e-05,5.3874246e-05,4.722724e-05
GOLD,0.0014687222,0.00024564622,0.00014405258,9.375777e-05,5.667799e-05,4.3887634e-05,3.4847828e-05,2.8590088e-05,2.4113455e-05,2.067707e-05,1.9230974e-05,1.6866683e-05
