,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.17329684,0.03534153,0.05813532,0.057962988,0.009598071,0.079908825,0.06366754,0.011740985,0.0055817785,0.0027635428,0.0029759773,0.0020923603
CTB,0.51235497,0.039665204,0.29617313,0.38338685,0.04218641,0.38714638,0.3806116,0.044362627,0.020401765,0.0075338017,0.008736525,0.0037230079
SKYW,0.13269167,0.76164675,0.1400659,0.11690835,0.11999501,0.10431406,0.1259113,0.12613338,0.19273129,0.6554241,0.34661278,0.9178868
EQT,0.01540922,0.007190017,0.017190006,0.004697274,0.0017526222,0.0031700996,0.0018375865,0.0010134836,0.00065757544,0.00057610363,0.0003829378,0.00027468763
COHR,0.010204589,0.003402621,0.0063862205,0.0022972696,0.00090770936,0.0013645049,0.00086243235,0.0003912085,0.00027694253,0.00021152284,0.00016490037,8.17105e-05
SNFCA,0.007947801,0.0054531884,0.010894977,0.0037064953,0.0017972534,0.0012222494,0.00092144025,0.0005530114,0.0003695091,0.0005891595,0.00041579935,0.00086993526
NSEC,0.023627656,0.010504456,0.03085182,0.010522215,0.004406968,0.006932231,0.0047817645,0.0022113642,0.0014694266,0.0008101998,0.00070327864,0.0005079095
OTTR,0.01873386,0.01288715,0.011673553,0.011678384,0.0037154234,0.0037762169,0.008224386,0.0025326037,0.0011625994,0.0009735838,0.0007063619,0.00041301397
WY,0.09596876,0.12056011,0.42234138,0.40686464,0.8151481,0.41055784,0.4122648,0.81069297,0.77709985,0.3308532,0.6391056,0.07401902
GOLD,0.009764508,0.0033489468,0.0062876455,0.0019755978,0.00049239694,0.001607598,0.0009171995,0.00036836605,0.0002492434,0.00026475606,0.00019569763,0.00013152008
