,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00089180184,0.0006776228,0.00040227195,0.00023560305,0.00020057522,0.00019048034,0.00014868734,0.00013864956,0.000119684475,8.100737e-05,7.774368e-05,9.318404e-05
CTB,0.00037904218,0.00031936946,0.00011216083,5.914736e-05,4.6352136e-05,3.8276114e-05,2.514376e-05,2.2587428e-05,1.7796398e-05,1.7998093e-05,1.5334428e-05,1.3884189e-05
SKYW,0.0018618556,0.0014641364,0.0007192097,0.0003448131,0.00026128325,0.00022472511,0.00013197212,0.000103310216,7.7322984e-05,7.2082985e-05,5.0283346e-05,4.02479e-05
EQT,0.0010615138,0.0008475027,0.0003074976,0.00013595339,9.4914416e-05,7.452107e-05,4.012275e-05,3.1349133e-05,2.3641715e-05,1.857191e-05,1.30169665e-05,1.3383081e-05
COHR,0.003462384,0.0027418646,0.0016405237,0.0008926196,0.0006663654,0.0005200867,0.00020994128,0.0001698062,0.0001244129,7.63769e-05,5.265485e-05,4.382581e-05
SNFCA,0.023488149,0.099235535,0.9173484,0.97498,0.98383105,0.98812556,0.99525297,0.9964245,0.9971482,0.9977095,0.9978461,0.9967848
NSEC,0.9664437,0.892753,0.077613264,0.022341054,0.014068383,0.01004665,0.0034388837,0.002326933,0.0016844071,0.0011565152,0.000766094,0.0005933549
OTTR,0.00047510787,0.00038107595,0.0004158447,0.0002779929,0.00024635225,0.00023145658,0.00013111529,0.00013207505,0.00011813792,8.5953565e-05,9.275145e-05,0.00012602343
WY,0.0007599939,0.0006128839,0.0008052827,0.00044720067,0.0003803656,0.00038553384,0.0005053882,0.00056048715,0.00061263284,0.0007221847,0.0010437126,0.0022477806
GOLD,0.0011763099,0.00096695044,0.0006354371,0.00028553055,0.00020443642,0.00016268519,0.000115776165,9.030439e-05,7.368914e-05,5.9877835e-05,4.2349366e-05,4.3528693e-05
