,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0010829347,0.00036218364,3.8764636e-05,2.9845445e-05,3.2975964e-05,7.074797e-05,0.00015106377,0.00044656853,0.054319702,0.18017282,0.18094924,0.18160558
CTB,0.2821523,0.36577561,0.0014430644,0.00058368716,0.00031472775,0.00028877496,0.00021588302,0.00015394446,0.00024774668,0.00013222737,9.9843346e-05,8.320922e-05
SKYW,0.11039565,0.121953085,0.00033752416,0.0001790235,0.000100221114,9.3855626e-05,6.64072e-05,5.01248e-05,7.186137e-05,3.5945508e-05,2.8814122e-05,2.4001054e-05
EQT,0.0022414953,0.00069661724,3.3246062e-05,2.2515207e-05,2.4998593e-05,3.6668753e-05,3.374081e-05,3.1658357e-05,0.00016454408,7.7809455e-05,5.512196e-05,4.014731e-05
COHR,0.18164401,0.17126918,0.00036240715,0.00023821031,0.00016351983,0.00018747484,0.00014620839,0.000112202666,8.858458e-05,5.175166e-05,3.875061e-05,3.1572752e-05
SNFCA,0.002751528,0.0007588589,4.1423995e-05,2.2855402e-05,1.552543e-05,1.6961258e-05,1.1772944e-05,9.693542e-06,4.6262514e-05,1.7932409e-05,1.1402723e-05,8.819716e-06
NSEC,0.006377762,0.0017285763,8.477382e-05,4.264876e-05,2.0721458e-05,2.4005682e-05,1.802581e-05,1.3204998e-05,3.4048786e-05,1.6749183e-05,1.170421e-05,8.668003e-06
OTTR,0.33640584,0.28837326,0.9954477,0.9962107,0.99399006,0.96933985,0.95551986,0.9557974,0.8676754,0.8105516,0.8125402,0.81316966
WY,0.07095044,0.047112457,0.0021362498,0.002630297,0.005316152,0.029916974,0.043818202,0.043369453,0.077298656,0.008914265,0.006243123,0.0050106384
GOLD,0.0059980834,0.0019701803,7.486437e-05,4.0189825e-05,2.1088581e-05,2.461927e-05,1.8842486e-05,1.5753316e-05,5.321452e-05,2.8986837e-05,2.1928488e-05,1.7712953e-05
