,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.00889865,0.01896764,0.30845222,0.8683946,0.15444799,0.75475746,0.7584264,0.64721614,0.64432997,0.6444832,0.6452245,0.6458823
CTB,0.0022244959,0.0007139758,0.0006484003,0.00013981183,9.936167e-05,0.000104124636,6.8240115e-05,4.919405e-05,3.5266658e-05,2.7549893e-05,1.951992e-05,1.3384721e-05
SKYW,0.16681106,0.08937975,0.1272005,0.00618922,0.0056176945,0.0072329505,0.002767366,0.0018618939,0.0013005295,0.0009974091,0.0006474299,0.00035365974
EQT,0.13747963,0.022826882,0.009206012,0.0018146104,0.0022693544,0.0017347124,0.0008272689,0.00058515475,0.00041482193,0.00032070745,0.00023927943,0.00014378915
COHR,0.27347657,0.015210718,0.0073836036,0.0015279481,0.0025128939,0.0022574686,0.00092876493,0.00066557166,0.00047857862,0.00037321798,0.0002489153,0.000151991
SNFCA,0.04776904,0.0070831557,0.0039896867,0.0009949292,0.0014259062,0.0012088199,0.0006970213,0.0006183856,0.0005204668,0.0004509878,0.00035587494,0.00025996854
NSEC,0.34890747,0.8364942,0.52637434,0.07193503,0.81924194,0.19918558,0.082285255,0.106335334,0.105354264,0.10555894,0.10466485,0.10543237
OTTR,0.0072100414,0.0018980615,0.0014780262,0.00056227174,0.000307565,0.0002639857,0.00014349807,0.00010949027,8.161313e-05,6.522356e-05,4.603232e-05,3.111014e-05
WY,0.0051751253,0.0070640775,0.01431836,0.04774679,0.013762474,0.032867,0.15358765,0.24232882,0.24729578,0.24756329,0.24842751,0.2476371
GOLD,0.0020479097,0.00036147767,0.00094892463,0.0006946557,0.00031492324,0.00038778785,0.00026858115,0.0002299577,0.0001887077,0.00015945057,0.00012607197,9.425175e-05
