,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0007397165,0.00014870182,8.999752e-05,7.7350116e-05,7.96226e-05,8.955527e-05,4.8549515e-05,4.1981704e-05,3.7675145e-05,2.4504046e-05,1.8896602e-05,1.563227e-05
CTB,0.0003077347,8.2109975e-05,4.5213394e-05,3.969631e-05,3.9975752e-05,4.4356544e-05,2.9243063e-05,2.6272583e-05,2.4396852e-05,1.695414e-05,1.2678257e-05,1.0870236e-05
SKYW,0.00070622656,0.00016929452,8.750388e-05,7.627476e-05,7.44951e-05,8.228296e-05,5.9364418e-05,4.957951e-05,4.6635025e-05,2.9060366e-05,1.9892053e-05,1.5920852e-05
EQT,0.0031510845,0.00049985124,0.00043421768,0.00056249206,0.0009154286,0.002143035,0.0002822301,0.00025851073,0.00029605662,0.00017120806,0.00010449762,7.683847e-05
COHR,0.0005144649,0.00017023743,9.106394e-05,7.3114425e-05,6.8495116e-05,7.3034214e-05,5.1386647e-05,4.1345742e-05,3.720381e-05,2.6019923e-05,1.9196963e-05,1.603893e-05
SNFCA,0.9876286,0.99699724,0.9980076,0.9979938,0.9973531,0.9949007,0.9986817,0.9988324,0.9988182,0.9991823,0.9992424,0.99850035
NSEC,0.0009942788,0.0007656551,0.0005146921,0.0003605529,0.00031121497,0.00030508277,0.00029689033,0.00025439003,0.00020412609,0.00023132085,0.0003708925,0.001200184
OTTR,0.0012549991,0.00029663445,0.00015607242,0.00013811205,0.00014236968,0.0001644637,0.0001213419,0.00010574087,0.000100971236,6.88503e-05,5.1951414e-05,4.2555326e-05
WY,0.000889477,0.00028161192,0.00014879546,0.00012339136,0.00011423601,0.00012124722,0.00010253789,8.392934e-05,7.75968e-05,5.83187e-05,4.5590765e-05,4.0529936e-05
GOLD,0.003813478,0.00058864895,0.0004248124,0.00055520923,0.0009011219,0.0020762458,0.00032664134,0.00030580154,0.00035709678,0.00019161377,0.000114178234,8.10715e-05
