,January,February,March,April,May,June,July,August,September,October,November,December
PEP,0.0053703864,0.0010254015,0.00064561464,0.00035232908,0.0002142129,0.00035668994,0.00024528828,0.00018968464,0.00067772076,0.00011515925,6.2128085e-05,4.267658e-05
CTB,0.49658865,0.04144841,0.009816571,0.0041384855,0.005254938,0.014811596,0.0061773504,0.012342527,0.42005822,0.006073327,0.003056642,0.0021435642
SKYW,0.0058755795,0.00059565005,0.00025573166,0.0001414851,0.00016421985,0.00019387968,9.730095e-05,0.00010570254,0.00068810285,0.00030693557,0.00013346814,8.567762e-05
EQT,0.0277137,0.120335095,0.5929951,0.6192875,0.3419817,0.26984072,0.61018664,0.35318017,0.18750623,0.5943373,0.617388,0.6195683
COHR,0.3211983,0.7874539,0.36774862,0.36525506,0.6309372,0.4315741,0.36315534,0.5929093,0.22646551,0.3695911,0.36555228,0.36863205
SNFCA,0.09679083,0.0034576587,0.0011241431,0.00059772085,0.00087503315,0.0031305174,0.0008551365,0.0012058256,0.015655238,0.0011165387,0.0006039849,0.0004173679
NSEC,0.006435964,0.00076155487,0.00022830698,0.00012346683,0.00014182906,0.0002688073,0.00010063308,0.000109572895,0.0006512622,0.00010651679,6.0895283e-05,4.0712333e-05
OTTR,0.008421842,0.003045656,0.0010393293,0.0005849436,0.00045249893,0.0009835816,0.00033168198,0.0003317697,0.0014992442,0.00033113212,0.000175802,0.00011860508
WY,0.0042837877,0.0006207523,0.00025139409,0.00013385656,0.00016754506,0.00034430585,0.00016655416,0.00016344432,0.00055636995,0.00021608984,9.3363284e-05,6.031267e-05
GOLD,0.027320998,0.041255932,0.025895204,0.009385085,0.019810854,0.27849576,0.018684054,0.03946196,0.14624201,0.027806034,0.012873374,0.008890759
