Date,PEP,CTB,SKYW,EQT,COHR,SNFCA,NSEC,OTTR,WY,GOLD
1993-01-04,5.16689112625e-05,0.000123158595,2.4582576355295847,1.4902712336628437e-05,2.3093469e-05,2.6646099359846114e-06,2.2984556913724994e-05,5.5688887537499996e-05,0.0001135558732875,7.333801813125e-05
1993-01-05,5.1197766175e-05,0.000123598447125,2.4999231,1.4828568574130725e-05,2.3093469e-05,2.6646099359846114e-06,2.2984556913724994e-05,5.5480314924999995e-05,0.0001146876594,7.333801813125e-05
1993-01-06,5.0412524362500006e-05,0.00012579770775,2.4582576355295847,1.4902712336628437e-05,2.3093469e-05,2.3685421906144917e-06,2.2984556913724994e-05,5.5480314924999995e-05,0.0001146876594,7.152720286875e-05
1993-01-07,4.8999089100000005e-05,0.000123158595,2.666584719470415,1.4828568574130725e-05,2.3643313499999998e-05,2.3685421906144917e-06,2.2984556913724994e-05,5.5480314924999995e-05,0.0001146876594,7.18290054125e-05
1993-01-08,4.97843309125e-05,0.00012183903862499999,2.624919255,1.4828568574130725e-05,2.3093469e-05,2.3685421906144917e-06,2.2984556913724994e-05,5.5480314924999995e-05,0.0001135558732875,7.122540032500001e-05
1993-01-11,4.97843309125e-05,0.000120959334375,2.624919255,1.4902712336628437e-05,2.25436245e-05,2.3685421906144917e-06,2.2984556913724994e-05,5.5480314924999995e-05,0.0001128013492125,7.001819015e-05
1993-01-12,5.0412524362500006e-05,0.00012051948225,2.5415885644704153,1.4754426370322943e-05,2.3093469e-05,2.3685421906144917e-06,2.381532467255001e-05,5.5480314924999995e-05,0.0001128013492125,6.94145850625e-05
1993-01-13,5.0412524362500006e-05,0.000120959334375,2.5415885644704153,1.4828568574130725e-05,2.3093469e-05,2.3685421906144917e-06,2.381532467255001e-05,5.6314605375e-05,0.000112424087175,6.8810979975e-05
1993-01-14,5.1197766175e-05,0.000122718742875,2.624919255,1.4902712336628437e-05,2.25436245e-05,2.3685421906144917e-06,2.381532467255001e-05,5.6314605375e-05,0.0001120468251375,6.730196725625e-05
1993-01-15,5.214005635e-05,0.000122718742875,2.666584719470415,1.5050996744244003e-05,2.4193158e-05,3.256745426724851e-06,2.381532467255001e-05,5.5480314924999995e-05,0.0001135558732875,6.70001647125e-05
1993-01-18,5.214005635e-05,0.00012227889075,2.791580874470415,1.5236354591798354e-05,2.47430025e-05,3.256745426724851e-06,2.381532467255001e-05,5.5480314924999995e-05,0.0001150649214375,6.57929545375e-05
1993-01-19,5.16689112625e-05,0.00012183903862499999,2.791580874470415,1.5347568676854993e-05,2.3643313499999998e-05,3.256745426724851e-06,2.4369169211275003e-05,5.5897460149999996e-05,0.000115442183475,6.6396559625e-05
1993-01-20,5.13548145375e-05,0.000120959334375,2.833246100529585,1.5384640558103847e-05,2.6942380499999998e-05,3.256745426724851e-06,2.4369169211275003e-05,5.7148895825e-05,0.00011393313532500001,6.911278251875e-05
1993-01-21,5.16689112625e-05,0.00011876007375,3.0832384105295847,1.5347568676854993e-05,2.58426915e-05,3.1087114402130245e-06,2.4369169211275003e-05,5.5897460149999996e-05,0.000115442183475,6.730196725625e-05
1993-01-22,5.1511862900000004e-05,0.0001178803695,3.1249038749999998,1.5495854643160485e-05,2.58426915e-05,3.1087114402130245e-06,2.4369169211275003e-05,5.67317506e-05,0.00011695123162500001,6.790557234375e-05
1993-01-25,5.1511862900000004e-05,0.0001213991865,2.916577029470415,1.5532926524409342e-05,2.6392536e-05,3.55281317209497e-06,2.4369169211275003e-05,5.67317506e-05,0.0001188375418125,6.790557234375e-05
1993-01-26,5.2454153075000005e-05,0.000119199925875,2.958242255529585,1.5736818753898192e-05,2.6942380499999998e-05,3.55281317209497e-06,2.4369169211275003e-05,5.7148895825e-05,0.0001226101621875,7.031999269375e-05
1993-01-27,5.32393948875e-05,0.00011700066525,2.958242255529585,1.5792425017081547e-05,2.5292846999999998e-05,3.55281317209497e-06,2.4369169211275003e-05,5.5897460149999996e-05,0.000120723852,6.971638760625e-05
1993-01-28,5.26112014375e-05,0.00011876007375,2.833246100529585,1.5903640660828113e-05,2.47430025e-05,2.6646099359846114e-06,2.4369169211275003e-05,5.7148895825e-05,0.00012223290015,7.001819015e-05
1993-01-29,5.26112014375e-05,0.0001178803695,2.958242255529585,1.601485474588475e-05,2.58426915e-05,2.6646099359846114e-06,2.4923013749999998e-05,5.7148895825e-05,0.00012525099645,7.06217952375e-05
